Time,Queue 0,Queue 1,Queue 2,Queue 3,Queue Fin,Demand Queue,Machine 0 Busy,Machine 1 Busy,Machine 2 Busy,Machine 3 Busy,Machine 0 TimeRemaining,Machine 1 TimeRemaining,Machine 2 TimeRemaining,Machine 3 TimeRemaining,Action M0,Action M1,Action M2,Action M3
711,168,0,0,3,20,9,1,0,1,0,2,0,14,0,False,False,False,False
712,168,0,0,2,20,9,1,0,1,1,1,0,13,2,False,False,False,True
713,168,4,0,2,20,9,0,0,1,1,0,0,12,1,False,False,False,False
714,164,3,0,2,20,8,1,1,1,0,16,2,11,0,True,True,False,False
715,164,3,0,1,20,8,1,1,1,1,15,1,10,2,False,False,False,True
716,164,3,1,1,20,8,1,0,1,1,14,0,9,1,False,False,False,False
717,164,2,1,1,20,7,1,1,1,0,13,2,8,0,False,True,False,False
718,164,2,1,0,20,7,1,1,1,1,12,1,7,2,False,False,False,True
719,164,2,2,0,20,7,1,0,1,1,11,0,6,1,False,False,False,False
720,164,1,2,0,20,6,1,1,1,0,10,2,5,0,False,True,False,False
721,164,1,2,0,20,6,1,1,1,0,9,1,4,0,False,False,False,False
722,164,1,3,0,20,6,1,0,1,0,8,0,3,0,False,False,False,False
723,164,0,3,0,20,6,1,1,1,0,7,2,2,0,False,True,False,False
724,164,0,3,0,20,6,1,1,1,0,6,1,1,0,False,False,False,False
725,164,0,4,4,20,6,1,0,0,0,5,0,0,0,False,False,False,False
726,164,0,0,3,20,6,1,0,1,1,4,0,16,2,False,False,True,True
727,164,0,0,3,20,6,1,0,1,1,3,0,15,1,False,False,False,False
728,164,0,0,3,20,5,1,0,1,0,2,0,14,0,False,False,False,False
729,164,0,0,2,20,5,1,0,1,1,1,0,13,2,False,False,False,True
730,164,4,0,2,20,5,0,0,1,1,0,0,12,1,False,False,False,False
731,160,3,0,2,20,4,1,1,1,0,16,2,11,0,True,True,False,False
732,160,3,0,1,20,4,1,1,1,1,15,1,10,2,False,False,False,True
733,160,3,1,1,20,4,1,0,1,1,14,0,9,1,False,False,False,False
734,160,2,1,1,20,3,1,1,1,0,13,2,8,0,False,True,False,False
735,160,2,1,0,20,3,1,1,1,1,12,1,7,2,False,False,False,True
736,160,2,2,0,20,3,1,0,1,1,11,0,6,1,False,False,False,False
737,160,1,2,0,20,2,1,1,1,0,10,2,5,0,False,True,False,False
738,160,1,2,0,20,2,1,1,1,0,9,1,4,0,False,False,False,False
739,160,1,3,0,20,2,1,0,1,0,8,0,3,0,False,False,False,False
740,160,0,3,0,20,2,1,1,1,0,7,2,2,0,False,True,False,False
741,160,0,3,0,20,2,1,1,1,0,6,1,1,0,False,False,False,False
742,160,0,4,4,20,2,1,0,0,0,5,0,0,0,False,False,False,False
743,160,0,0,3,20,2,1,0,1,1,4,0,16,2,False,False,True,True
744,160,0,0,3,20,2,1,0,1,1,3,0,15,1,False,False,False,False
745,160,0,0,3,20,1,1,0,1,0,2,0,14,0,False,False,False,False
746,160,0,0,2,20,1,1,0,1,1,1,0,13,2,False,False,False,True
747,160,4,0,2,20,1,0,0,1,1,0,0,12,1,False,False,False,False
748,156,3,0,2,20,0,1,1,1,0,16,2,11,0,True,True,False,False
749,156,3,0,1,20,0,1,1,1,1,15,1,10,2,False,False,False,True
750,156,3,1,1,20,0,1,0,1,1,14,0,9,1,False,False,False,False
751,156,2,1,1,21,0,1,1,1,0,13,2,8,0,False,True,False,False
752,156,2,1,0,21,0,1,1,1,1,12,1,7,2,False,False,False,True
753,156,2,2,0,21,0,1,0,1,1,11,0,6,1,False,False,False,False
754,156,1,2,0,22,0,1,1,1,0,10,2,5,0,False,True,False,False
755,156,1,2,0,22,0,1,1,1,0,9,1,4,0,False,False,False,False
756,156,1,3,0,22,0,1,0,1,0,8,0,3,0,False,False,False,False
757,156,0,3,0,22,0,1,1,1,0,7,2,2,0,False,True,False,False
758,156,0,3,0,22,0,1,1,1,0,6,1,1,0,False,False,False,False
759,156,0,4,4,22,0,1,0,0,0,5,0,0,0,False,False,False,False
760,156,0,0,3,22,0,1,0,1,1,4,0,16,2,False,False,True,True
761,156,0,0,3,22,0,1,0,1,1,3,0,15,1,False,False,False,False
762,156,0,0,3,23,0,1,0,1,0,2,0,14,0,False,False,False,False
763,156,0,0,2,23,0,1,0,1,1,1,0,13,2,False,False,False,True
764,156,4,0,2,23,0,0,0,1,1,0,0,12,1,False,False,False,False
765,152,3,0,2,24,0,1,1,1,0,16,2,11,0,True,True,False,False
766,152,3,0,1,24,0,1,1,1,1,15,1,10,2,False,False,False,True
767,152,3,1,1,24,0,1,0,1,1,14,0,9,1,False,False,False,False
768,152,2,1,1,24,153,1,1,1,0,13,2,8,0,False,True,False,False
769,152,2,1,0,24,153,1,1,1,1,12,1,7,2,False,False,False,True
770,152,2,2,0,24,153,1,0,1,1,11,0,6,1,False,False,False,False
771,152,1,2,0,24,152,1,1,1,0,10,2,5,0,False,True,False,False
772,152,1,2,0,24,152,1,1,1,0,9,1,4,0,False,False,False,False
773,152,1,3,0,24,152,1,0,1,0,8,0,3,0,False,False,False,False
774,152,0,3,0,24,152,1,1,1,0,7,2,2,0,False,True,False,False
775,152,0,3,0,24,152,1,1,1,0,6,1,1,0,False,False,False,False
776,152,0,4,4,24,152,1,0,0,0,5,0,0,0,False,False,False,False
777,152,0,0,3,24,152,1,0,1,1,4,0,16,2,False,False,True,True
778,152,0,0,3,24,152,1,0,1,1,3,0,15,1,False,False,False,False
779,152,0,0,3,24,151,1,0,1,0,2,0,14,0,False,False,False,False
780,152,0,0,2,24,151,1,0,1,1,1,0,13,2,False,False,False,True
781,152,4,0,2,24,151,0,0,1,1,0,0,12,1,False,False,False,False
782,148,3,0,2,24,150,1,1,1,0,16,2,11,0,True,True,False,False
783,148,3,0,1,24,150,1,1,1,1,15,1,10,2,False,False,False,True
784,148,3,1,1,24,150,1,0,1,1,14,0,9,1,False,False,False,False
785,148,2,1,1,24,149,1,1,1,0,13,2,8,0,False,True,False,False
786,148,2,1,0,24,149,1,1,1,1,12,1,7,2,False,False,False,True
787,148,2,2,0,24,149,1,0,1,1,11,0,6,1,False,False,False,False
788,148,1,2,0,24,148,1,1,1,0,10,2,5,0,False,True,False,False
789,148,1,2,0,24,148,1,1,1,0,9,1,4,0,False,False,False,False
790,148,1,3,0,24,148,1,0,1,0,8,0,3,0,False,False,False,False
791,148,0,3,0,24,148,1,1,1,0,7,2,2,0,False,True,False,False
792,148,0,3,0,24,148,1,1,1,0,6,1,1,0,False,False,False,False
793,148,0,4,4,24,148,1,0,0,0,5,0,0,0,False,False,False,False
794,148,0,0,3,24,148,1,0,1,1,4,0,16,2,False,False,True,True
795,148,0,0,3,24,148,1,0,1,1,3,0,15,1,False,False,False,False
796,148,0,0,3,24,147,1,0,1,0,2,0,14,0,False,False,False,False
797,148,0,0,2,24,147,1,0,1,1,1,0,13,2,False,False,False,True
798,148,4,0,2,24,147,0,0,1,1,0,0,12,1,False,False,False,False
799,144,3,0,2,24,146,1,1,1,0,16,2,11,0,True,True,False,False
800,144,3,0,1,24,146,1,1,1,1,15,1,10,2,False,False,False,True
801,144,3,1,1,24,146,1,0,1,1,14,0,9,1,False,False,False,False
802,144,2,1,1,24,145,1,1,1,0,13,2,8,0,False,True,False,False
803,144,2,1,0,24,145,1,1,1,1,12,1,7,2,False,False,False,True
804,144,2,2,0,24,145,1,0,1,1,11,0,6,1,False,False,False,False
805,144,1,2,0,24,144,1,1,1,0,10,2,5,0,False,True,False,False
806,144,1,2,0,24,144,1,1,1,0,9,1,4,0,False,False,False,False
807,144,1,3,0,24,144,1,0,1,0,8,0,3,0,False,False,False,False
808,144,0,3,0,24,144,1,1,1,0,7,2,2,0,False,True,False,False
809,144,0,3,0,24,144,1,1,1,0,6,1,1,0,False,False,False,False
810,144,0,4,4,24,144,1,0,0,0,5,0,0,0,False,False,False,False
811,144,0,0,3,24,144,1,0,1,1,4,0,16,2,False,False,True,True
812,144,0,0,3,24,144,1,0,1,1,3,0,15,1,False,False,False,False
813,144,0,0,3,24,143,1,0,1,0,2,0,14,0,False,False,False,False
814,144,0,0,2,24,143,1,0,1,1,1,0,13,2,False,False,False,True
815,144,4,0,2,24,143,0,0,1,1,0,0,12,1,False,False,False,False
816,140,3,0,2,24,142,1,1,1,0,16,2,11,0,True,True,False,False
817,140,3,0,1,24,142,1,1,1,1,15,1,10,2,False,False,False,True
818,140,3,1,1,24,142,1,0,1,1,14,0,9,1,False,False,False,False
819,140,2,1,1,24,141,1,1,1,0,13,2,8,0,False,True,False,False
820,140,2,1,0,24,141,1,1,1,1,12,1,7,2,False,False,False,True
821,140,2,2,0,24,141,1,0,1,1,11,0,6,1,False,False,False,False
822,140,1,2,0,24,140,1,1,1,0,10,2,5,0,False,True,False,False
823,140,1,2,0,24,140,1,1,1,0,9,1,4,0,False,False,False,False
824,140,1,3,0,24,140,1,0,1,0,8,0,3,0,False,False,False,False
825,140,0,3,0,24,140,1,1,1,0,7,2,2,0,False,True,False,False
826,140,0,3,0,24,140,1,1,1,0,6,1,1,0,False,False,False,False
827,140,0,4,4,24,140,1,0,0,0,5,0,0,0,False,False,False,False
828,140,0,0,3,24,140,1,0,1,1,4,0,16,2,False,False,True,True
829,140,0,0,3,24,140,1,0,1,1,3,0,15,1,False,False,False,False
830,140,0,0,3,24,139,1,0,1,0,2,0,14,0,False,False,False,False
831,140,0,0,2,24,139,1,0,1,1,1,0,13,2,False,False,False,True
832,140,4,0,2,24,139,0,0,1,1,0,0,12,1,False,False,False,False
833,136,3,0,2,24,138,1,1,1,0,16,2,11,0,True,True,False,False
834,136,3,0,1,24,138,1,1,1,1,15,1,10,2,False,False,False,True
835,136,3,1,1,24,138,1,0,1,1,14,0,9,1,False,False,False,False
836,136,2,1,1,24,137,1,1,1,0,13,2,8,0,False,True,False,False
837,136,2,1,0,24,137,1,1,1,1,12,1,7,2,False,False,False,True
838,136,2,2,0,24,137,1,0,1,1,11,0,6,1,False,False,False,False
839,136,1,2,0,24,136,1,1,1,0,10,2,5,0,False,True,False,False
840,136,1,2,0,24,136,1,1,1,0,9,1,4,0,False,False,False,False
841,136,1,3,0,24,136,1,0,1,0,8,0,3,0,False,False,False,False
842,136,0,3,0,24,136,1,1,1,0,7,2,2,0,False,True,False,False
843,136,0,3,0,24,136,1,1,1,0,6,1,1,0,False,False,False,False
844,136,0,4,4,24,136,1,0,0,0,5,0,0,0,False,False,False,False
845,136,0,0,3,24,136,1,0,1,1,4,0,16,2,False,False,True,True
846,136,0,0,3,24,136,1,0,1,1,3,0,15,1,False,False,False,False
847,136,0,0,3,24,135,1,0,1,0,2,0,14,0,False,False,False,False
848,136,0,0,2,24,135,1,0,1,1,1,0,13,2,False,False,False,True
849,136,4,0,2,24,135,0,0,1,1,0,0,12,1,False,False,False,False
850,132,3,0,2,24,134,1,1,1,0,16,2,11,0,True,True,False,False
851,132,3,0,1,24,134,1,1,1,1,15,1,10,2,False,False,False,True
852,132,3,1,1,24,134,1,0,1,1,14,0,9,1,False,False,False,False
853,132,2,1,1,24,133,1,1,1,0,13,2,8,0,False,True,False,False
854,132,2,1,0,24,133,1,1,1,1,12,1,7,2,False,False,False,True
855,132,2,2,0,24,133,1,0,1,1,11,0,6,1,False,False,False,False
856,132,1,2,0,24,132,1,1,1,0,10,2,5,0,False,True,False,False
857,132,1,2,0,24,132,1,1,1,0,9,1,4,0,False,False,False,False
858,132,1,3,0,24,132,1,0,1,0,8,0,3,0,False,False,False,False
859,132,0,3,0,24,132,1,1,1,0,7,2,2,0,False,True,False,False
860,132,0,3,0,24,132,1,1,1,0,6,1,1,0,False,False,False,False
861,132,0,4,4,24,132,1,0,0,0,5,0,0,0,False,False,False,False
862,132,0,0,3,24,132,1,0,1,1,4,0,16,2,False,False,True,True
863,132,0,0,3,24,132,1,0,1,1,3,0,15,1,False,False,False,False
864,132,0,0,3,24,131,1,0,1,0,2,0,14,0,False,False,False,False
865,132,0,0,2,24,131,1,0,1,1,1,0,13,2,False,False,False,True
866,132,4,0,2,24,131,0,0,1,1,0,0,12,1,False,False,False,False
867,128,3,0,2,24,130,1,1,1,0,16,2,11,0,True,True,False,False
868,128,3,0,1,24,130,1,1,1,1,15,1,10,2,False,False,False,True
869,128,3,1,1,24,130,1,0,1,1,14,0,9,1,False,False,False,False
870,128,2,1,1,24,129,1,1,1,0,13,2,8,0,False,True,False,False
871,128,2,1,0,24,129,1,1,1,1,12,1,7,2,False,False,False,True
872,128,2,2,0,24,129,1,0,1,1,11,0,6,1,False,False,False,False
873,128,1,2,0,24,128,1,1,1,0,10,2,5,0,False,True,False,False
874,128,1,2,0,24,128,1,1,1,0,9,1,4,0,False,False,False,False
875,128,1,3,0,24,128,1,0,1,0,8,0,3,0,False,False,False,False
876,128,0,3,0,24,128,1,1,1,0,7,2,2,0,False,True,False,False
877,128,0,3,0,24,128,1,1,1,0,6,1,1,0,False,False,False,False
878,128,0,4,4,24,128,1,0,0,0,5,0,0,0,False,False,False,False
879,128,0,0,3,24,128,1,0,1,1,4,0,16,2,False,False,True,True
880,128,0,0,3,24,128,1,0,1,1,3,0,15,1,False,False,False,False
881,128,0,0,3,24,127,1,0,1,0,2,0,14,0,False,False,False,False
882,128,0,0,2,24,127,1,0,1,1,1,0,13,2,False,False,False,True
883,128,4,0,2,24,127,0,0,1,1,0,0,12,1,False,False,False,False
884,124,3,0,2,24,126,1,1,1,0,16,2,11,0,True,True,False,False
885,124,3,0,1,24,126,1,1,1,1,15,1,10,2,False,False,False,True
886,124,3,1,1,24,126,1,0,1,1,14,0,9,1,False,False,False,False
887,124,2,1,1,24,125,1,1,1,0,13,2,8,0,False,True,False,False
888,124,2,1,0,24,125,1,1,1,1,12,1,7,2,False,False,False,True
889,124,2,2,0,24,125,1,0,1,1,11,0,6,1,False,False,False,False
890,124,1,2,0,24,124,1,1,1,0,10,2,5,0,False,True,False,False
891,124,1,2,0,24,124,1,1,1,0,9,1,4,0,False,False,False,False
892,124,1,3,0,24,124,1,0,1,0,8,0,3,0,False,False,False,False
893,124,0,3,0,24,124,1,1,1,0,7,2,2,0,False,True,False,False
894,124,0,3,0,24,124,1,1,1,0,6,1,1,0,False,False,False,False
895,124,0,4,4,24,124,1,0,0,0,5,0,0,0,False,False,False,False
896,124,0,0,3,24,124,1,0,1,1,4,0,16,2,False,False,True,True
897,124,0,0,3,24,124,1,0,1,1,3,0,15,1,False,False,False,False
898,124,0,0,3,24,123,1,0,1,0,2,0,14,0,False,False,False,False
899,124,0,0,2,24,123,1,0,1,1,1,0,13,2,False,False,False,True
900,124,4,0,2,24,123,0,0,1,1,0,0,12,1,False,False,False,False
901,120,3,0,2,24,122,1,1,1,0,16,2,11,0,True,True,False,False
902,120,3,0,1,24,122,1,1,1,1,15,1,10,2,False,False,False,True
903,120,3,1,1,24,122,1,0,1,1,14,0,9,1,False,False,False,False
904,120,2,1,1,24,121,1,1,1,0,13,2,8,0,False,True,False,False
905,120,2,1,0,24,121,1,1,1,1,12,1,7,2,False,False,False,True
906,120,2,2,0,24,121,1,0,1,1,11,0,6,1,False,False,False,False
907,120,1,2,0,24,120,1,1,1,0,10,2,5,0,False,True,False,False
908,120,1,2,0,24,120,1,1,1,0,9,1,4,0,False,False,False,False
909,120,1,3,0,24,120,1,0,1,0,8,0,3,0,False,False,False,False
910,120,0,3,0,24,120,1,1,1,0,7,2,2,0,False,True,False,False
911,120,0,3,0,24,120,1,1,1,0,6,1,1,0,False,False,False,False
912,120,0,4,4,24,120,1,0,0,0,5,0,0,0,False,False,False,False
913,120,0,0,3,24,120,1,0,1,1,4,0,16,2,False,False,True,True
914,120,0,0,3,24,120,1,0,1,1,3,0,15,1,False,False,False,False
915,120,0,0,3,24,119,1,0,1,0,2,0,14,0,False,False,False,False
916,120,0,0,2,24,119,1,0,1,1,1,0,13,2,False,False,False,True
917,120,4,0,2,24,119,0,0,1,1,0,0,12,1,False,False,False,False
918,116,3,0,2,24,118,1,1,1,0,16,2,11,0,True,True,False,False
919,116,3,0,1,24,118,1,1,1,1,15,1,10,2,False,False,False,True
920,116,3,1,1,24,118,1,0,1,1,14,0,9,1,False,False,False,False
921,116,2,1,1,24,117,1,1,1,0,13,2,8,0,False,True,False,False
922,116,2,1,0,24,117,1,1,1,1,12,1,7,2,False,False,False,True
923,116,2,2,0,24,117,1,0,1,1,11,0,6,1,False,False,False,False
924,116,1,2,0,24,116,1,1,1,0,10,2,5,0,False,True,False,False
925,116,1,2,0,24,116,1,1,1,0,9,1,4,0,False,False,False,False
926,116,1,3,0,24,116,1,0,1,0,8,0,3,0,False,False,False,False
927,116,0,3,0,24,116,1,1,1,0,7,2,2,0,False,True,False,False
928,116,0,3,0,24,116,1,1,1,0,6,1,1,0,False,False,False,False
929,116,0,4,4,24,116,1,0,0,0,5,0,0,0,False,False,False,False
930,116,0,0,3,24,116,1,0,1,1,4,0,16,2,False,False,True,True
931,116,0,0,3,24,116,1,0,1,1,3,0,15,1,False,False,False,False
932,116,0,0,3,24,115,1,0,1,0,2,0,14,0,False,False,False,False
933,116,0,0,2,24,115,1,0,1,1,1,0,13,2,False,False,False,True
934,116,4,0,2,24,115,0,0,1,1,0,0,12,1,False,False,False,False
935,112,3,0,2,24,114,1,1,1,0,16,2,11,0,True,True,False,False
936,112,3,0,1,24,114,1,1,1,1,15,1,10,2,False,False,False,True
937,112,3,1,1,24,114,1,0,1,1,14,0,9,1,False,False,False,False
938,112,2,1,1,24,113,1,1,1,0,13,2,8,0,False,True,False,False
939,112,2,1,0,24,113,1,1,1,1,12,1,7,2,False,False,False,True
940,112,2,2,0,24,113,1,0,1,1,11,0,6,1,False,False,False,False
941,112,1,2,0,24,112,1,1,1,0,10,2,5,0,False,True,False,False
942,112,1,2,0,24,112,1,1,1,0,9,1,4,0,False,False,False,False
943,112,1,3,0,24,112,1,0,1,0,8,0,3,0,False,False,False,False
944,112,0,3,0,24,112,1,1,1,0,7,2,2,0,False,True,False,False
945,112,0,3,0,24,112,1,1,1,0,6,1,1,0,False,False,False,False
946,112,0,4,4,24,112,1,0,0,0,5,0,0,0,False,False,False,False
947,112,0,0,3,24,112,1,0,1,1,4,0,16,2,False,False,True,True
948,112,0,0,3,24,112,1,0,1,1,3,0,15,1,False,False,False,False
949,112,0,0,3,24,111,1,0,1,0,2,0,14,0,False,False,False,False
950,112,0,0,2,24,111,1,0,1,1,1,0,13,2,False,False,False,True
951,112,4,0,2,24,111,0,0,1,1,0,0,12,1,False,False,False,False
952,108,3,0,2,24,110,1,1,1,0,16,2,11,0,True,True,False,False
953,108,3,0,1,24,110,1,1,1,1,15,1,10,2,False,False,False,True
954,108,3,1,1,24,110,1,0,1,1,14,0,9,1,False,False,False,False
955,108,2,1,1,24,109,1,1,1,0,13,2,8,0,False,True,False,False
956,108,2,1,0,24,109,1,1,1,1,12,1,7,2,False,False,False,True
957,108,2,2,0,24,109,1,0,1,1,11,0,6,1,False,False,False,False
958,108,1,2,0,24,108,1,1,1,0,10,2,5,0,False,True,False,False
959,108,1,2,0,24,108,1,1,1,0,9,1,4,0,False,False,False,False
960,108,1,3,0,24,108,1,0,1,0,8,0,3,0,False,False,False,False
961,108,0,3,0,24,108,1,1,1,0,7,2,2,0,False,True,False,False
962,108,0,3,0,24,108,1,1,1,0,6,1,1,0,False,False,False,False
963,108,0,4,4,24,108,1,0,0,0,5,0,0,0,False,False,False,False
964,108,0,0,3,24,108,1,0,1,1,4,0,16,2,False,False,True,True
965,108,0,0,3,24,108,1,0,1,1,3,0,15,1,False,False,False,False
966,108,0,0,3,24,107,1,0,1,0,2,0,14,0,False,False,False,False
967,108,0,0,2,24,107,1,0,1,1,1,0,13,2,False,False,False,True
968,108,4,0,2,24,107,0,0,1,1,0,0,12,1,False,False,False,False
969,104,3,0,2,24,106,1,1,1,0,16,2,11,0,True,True,False,False
970,104,3,0,1,24,106,1,1,1,1,15,1,10,2,False,False,False,True
971,104,3,1,1,24,106,1,0,1,1,14,0,9,1,False,False,False,False
972,104,2,1,1,24,105,1,1,1,0,13,2,8,0,False,True,False,False
973,104,2,1,0,24,105,1,1,1,1,12,1,7,2,False,False,False,True
974,104,2,2,0,24,105,1,0,1,1,11,0,6,1,False,False,False,False
975,104,1,2,0,24,104,1,1,1,0,10,2,5,0,False,True,False,False
976,104,1,2,0,24,104,1,1,1,0,9,1,4,0,False,False,False,False
977,104,1,3,0,24,104,1,0,1,0,8,0,3,0,False,False,False,False
978,104,0,3,0,24,104,1,1,1,0,7,2,2,0,False,True,False,False
979,104,0,3,0,24,104,1,1,1,0,6,1,1,0,False,False,False,False
980,104,0,4,4,24,104,1,0,0,0,5,0,0,0,False,False,False,False
981,104,0,0,3,24,104,1,0,1,1,4,0,16,2,False,False,True,True
982,104,0,0,3,24,104,1,0,1,1,3,0,15,1,False,False,False,False
983,104,0,0,3,24,103,1,0,1,0,2,0,14,0,False,False,False,False
984,104,0,0,2,24,103,1,0,1,1,1,0,13,2,False,False,False,True
985,104,4,0,2,24,103,0,0,1,1,0,0,12,1,False,False,False,False
986,100,3,0,2,24,102,1,1,1,0,16,2,11,0,True,True,False,False
987,100,3,0,1,24,102,1,1,1,1,15,1,10,2,False,False,False,True
988,100,3,1,1,24,102,1,0,1,1,14,0,9,1,False,False,False,False
989,100,2,1,1,24,101,1,1,1,0,13,2,8,0,False,True,False,False
990,100,2,1,0,24,101,1,1,1,1,12,1,7,2,False,False,False,True
991,100,2,2,0,24,101,1,0,1,1,11,0,6,1,False,False,False,False
992,100,1,2,0,24,100,1,1,1,0,10,2,5,0,False,True,False,False
993,100,1,2,0,24,100,1,1,1,0,9,1,4,0,False,False,False,False
994,100,1,3,0,24,100,1,0,1,0,8,0,3,0,False,False,False,False
995,100,0,3,0,24,100,1,1,1,0,7,2,2,0,False,True,False,False
996,100,0,3,0,24,100,1,1,1,0,6,1,1,0,False,False,False,False
997,100,0,4,4,24,100,1,0,0,0,5,0,0,0,False,False,False,False
998,100,0,0,3,24,100,1,0,1,1,4,0,16,2,False,False,True,True
999,100,0,0,3,24,100,1,0,1,1,3,0,15,1,False,False,False,False
1000,100,0,0,3,24,99,1,0,1,0,2,0,14,0,False,False,False,False
1001,100,0,0,2,24,99,1,0,1,1,1,0,13,2,False,False,False,True
1002,100,4,0,2,24,99,0,0,1,1,0,0,12,1,False,False,False,False
1003,96,3,0,2,24,98,1,1,1,0,16,2,11,0,True,True,False,False
1004,96,3,0,1,24,98,1,1,1,1,15,1,10,2,False,False,False,True
1005,96,3,1,1,24,98,1,0,1,1,14,0,9,1,False,False,False,False
1006,96,2,1,1,24,97,1,1,1,0,13,2,8,0,False,True,False,False
1007,96,2,1,0,24,97,1,1,1,1,12,1,7,2,False,False,False,True
1008,96,2,2,0,24,97,1,0,1,1,11,0,6,1,False,False,False,False
1009,96,1,2,0,24,96,1,1,1,0,10,2,5,0,False,True,False,False
1010,96,1,2,0,24,96,1,1,1,0,9,1,4,0,False,False,False,False
1011,96,1,3,0,24,96,1,0,1,0,8,0,3,0,False,False,False,False
1012,96,0,3,0,24,96,1,1,1,0,7,2,2,0,False,True,False,False
1013,96,0,3,0,24,96,1,1,1,0,6,1,1,0,False,False,False,False
1014,96,0,4,4,24,96,1,0,0,0,5,0,0,0,False,False,False,False
1015,96,0,0,3,24,96,1,0,1,1,4,0,16,2,False,False,True,True
1016,96,0,0,3,24,96,1,0,1,1,3,0,15,1,False,False,False,False
1017,96,0,0,3,24,95,1,0,1,0,2,0,14,0,False,False,False,False
1018,96,0,0,2,24,95,1,0,1,1,1,0,13,2,False,False,False,True
1019,96,4,0,2,24,95,0,0,1,1,0,0,12,1,False,False,False,False
1020,92,3,0,2,24,94,1,1,1,0,16,2,11,0,True,True,False,False
1021,92,3,0,1,24,94,1,1,1,1,15,1,10,2,False,False,False,True
1022,92,3,1,1,24,94,1,0,1,1,14,0,9,1,False,False,False,False
1023,92,2,1,1,24,93,1,1,1,0,13,2,8,0,False,True,False,False
1024,92,2,1,0,24,93,1,1,1,1,12,1,7,2,False,False,False,True
1025,92,2,2,0,24,93,1,0,1,1,11,0,6,1,False,False,False,False
1026,92,1,2,0,24,92,1,1,1,0,10,2,5,0,False,True,False,False
1027,92,1,2,0,24,92,1,1,1,0,9,1,4,0,False,False,False,False
1028,92,1,3,0,24,92,1,0,1,0,8,0,3,0,False,False,False,False
1029,92,0,3,0,24,92,1,1,1,0,7,2,2,0,False,True,False,False
1030,92,0,3,0,24,92,1,1,1,0,6,1,1,0,False,False,False,False
1031,92,0,4,4,24,92,1,0,0,0,5,0,0,0,False,False,False,False
1032,92,0,0,3,24,92,1,0,1,1,4,0,16,2,False,False,True,True
1033,92,0,0,3,24,92,1,0,1,1,3,0,15,1,False,False,False,False
1034,92,0,0,3,24,91,1,0,1,0,2,0,14,0,False,False,False,False
1035,92,0,0,2,24,91,1,0,1,1,1,0,13,2,False,False,False,True
1036,92,4,0,2,24,91,0,0,1,1,0,0,12,1,False,False,False,False
1037,88,3,0,2,24,90,1,1,1,0,16,2,11,0,True,True,False,False
1038,88,3,0,1,24,90,1,1,1,1,15,1,10,2,False,False,False,True
1039,88,3,1,1,24,90,1,0,1,1,14,0,9,1,False,False,False,False
1040,88,2,1,1,24,89,1,1,1,0,13,2,8,0,False,True,False,False
1041,88,2,1,0,24,89,1,1,1,1,12,1,7,2,False,False,False,True
1042,88,2,2,0,24,89,1,0,1,1,11,0,6,1,False,False,False,False
1043,88,1,2,0,24,88,1,1,1,0,10,2,5,0,False,True,False,False
1044,88,1,2,0,24,88,1,1,1,0,9,1,4,0,False,False,False,False
1045,88,1,3,0,24,88,1,0,1,0,8,0,3,0,False,False,False,False
1046,88,0,3,0,24,88,1,1,1,0,7,2,2,0,False,True,False,False
1047,88,0,3,0,24,88,1,1,1,0,6,1,1,0,False,False,False,False
1048,88,0,4,4,24,88,1,0,0,0,5,0,0,0,False,False,False,False
1049,88,0,0,3,24,88,1,0,1,1,4,0,16,2,False,False,True,True
1050,88,0,0,3,24,88,1,0,1,1,3,0,15,1,False,False,False,False
1051,88,0,0,3,24,87,1,0,1,0,2,0,14,0,False,False,False,False
1052,88,0,0,2,24,87,1,0,1,1,1,0,13,2,False,False,False,True
1053,88,4,0,2,24,87,0,0,1,1,0,0,12,1,False,False,False,False
1054,84,3,0,2,24,86,1,1,1,0,16,2,11,0,True,True,False,False
1055,84,3,0,1,24,86,1,1,1,1,15,1,10,2,False,False,False,True
1056,84,3,1,1,24,86,1,0,1,1,14,0,9,1,False,False,False,False
1057,84,2,1,1,24,85,1,1,1,0,13,2,8,0,False,True,False,False
1058,84,2,1,0,24,85,1,1,1,1,12,1,7,2,False,False,False,True
1059,84,2,2,0,24,85,1,0,1,1,11,0,6,1,False,False,False,False
1060,84,1,2,0,24,84,1,1,1,0,10,2,5,0,False,True,False,False
1061,84,1,2,0,24,84,1,1,1,0,9,1,4,0,False,False,False,False
1062,84,1,3,0,24,84,1,0,1,0,8,0,3,0,False,False,False,False
1063,84,0,3,0,24,84,1,1,1,0,7,2,2,0,False,True,False,False
1064,84,0,3,0,24,84,1,1,1,0,6,1,1,0,False,False,False,False
1065,84,0,4,4,24,84,1,0,0,0,5,0,0,0,False,False,False,False
1066,84,0,0,3,24,84,1,0,1,1,4,0,16,2,False,False,True,True
1067,84,0,0,3,24,84,1,0,1,1,3,0,15,1,False,False,False,False
1068,84,0,0,3,24,83,1,0,1,0,2,0,14,0,False,False,False,False
1069,84,0,0,2,24,83,1,0,1,1,1,0,13,2,False,False,False,True
1070,84,4,0,2,24,83,0,0,1,1,0,0,12,1,False,False,False,False
1071,80,3,0,2,24,82,1,1,1,0,16,2,11,0,True,True,False,False
1072,80,3,0,1,24,82,1,1,1,1,15,1,10,2,False,False,False,True
