Time,Queue 0,Queue 1,Queue 2,Queue 3,Queue Fin,Demand Queue,Machine 0 Busy,Machine 1 Busy,Machine 2 Busy,Machine 3 Busy,Machine 0 TimeRemaining,Machine 1 TimeRemaining,Machine 2 TimeRemaining,Machine 3 TimeRemaining,Action M0,Action M1,Action M2,Action M3
347,84,1,2,0,20,94,1,1,1,0,9,1,4,0,False,False,False,False
348,84,1,3,0,20,94,1,0,1,0,8,0,3,0,False,False,False,False
349,84,0,3,0,20,94,1,1,1,0,7,2,2,0,False,True,False,False
350,84,0,3,0,20,94,1,1,1,0,6,1,1,0,False,False,False,False
351,84,0,4,4,20,94,1,0,0,0,5,0,0,0,False,False,False,False
352,84,0,0,3,20,94,1,0,1,1,4,0,16,2,False,False,True,True
353,84,0,0,3,20,94,1,0,1,1,3,0,15,1,False,False,False,False
354,84,0,0,3,20,93,1,0,1,0,2,0,14,0,False,False,False,False
355,84,0,0,2,20,93,1,0,1,1,1,0,13,2,False,False,False,True
356,84,4,0,2,20,93,0,0,1,1,0,0,12,1,False,False,False,False
357,80,3,0,2,20,92,1,1,1,0,16,2,11,0,True,True,False,False
358,80,3,0,1,20,92,1,1,1,1,15,1,10,2,False,False,False,True
359,80,3,1,1,20,92,1,0,1,1,14,0,9,1,False,False,False,False
360,80,2,1,1,20,91,1,1,1,0,13,2,8,0,False,True,False,False
361,80,2,1,0,20,91,1,1,1,1,12,1,7,2,False,False,False,True
362,80,2,2,0,20,91,1,0,1,1,11,0,6,1,False,False,False,False
363,80,1,2,0,20,90,1,1,1,0,10,2,5,0,False,True,False,False
364,80,1,2,0,20,90,1,1,1,0,9,1,4,0,False,False,False,False
365,80,1,3,0,20,90,1,0,1,0,8,0,3,0,False,False,False,False
366,80,0,3,0,20,90,1,1,1,0,7,2,2,0,False,True,False,False
367,80,0,3,0,20,90,1,1,1,0,6,1,1,0,False,False,False,False
368,80,0,4,4,20,90,1,0,0,0,5,0,0,0,False,False,False,False
369,80,0,0,3,20,90,1,0,1,1,4,0,16,2,False,False,True,True
370,80,0,0,3,20,90,1,0,1,1,3,0,15,1,False,False,False,False
371,80,0,0,3,20,89,1,0,1,0,2,0,14,0,False,False,False,False
372,80,0,0,2,20,89,1,0,1,1,1,0,13,2,False,False,False,True
373,80,4,0,2,20,89,0,0,1,1,0,0,12,1,False,False,False,False
374,76,3,0,2,20,88,1,1,1,0,16,2,11,0,True,True,False,False
375,76,3,0,1,20,88,1,1,1,1,15,1,10,2,False,False,False,True
376,76,3,1,1,20,88,1,0,1,1,14,0,9,1,False,False,False,False
377,76,2,1,1,20,87,1,1,1,0,13,2,8,0,False,True,False,False
378,76,2,1,0,20,87,1,1,1,1,12,1,7,2,False,False,False,True
379,76,2,2,0,20,87,1,0,1,1,11,0,6,1,False,False,False,False
380,76,1,2,0,20,86,1,1,1,0,10,2,5,0,False,True,False,False
381,76,1,2,0,20,86,1,1,1,0,9,1,4,0,False,False,False,False
382,76,1,3,0,20,86,1,0,1,0,8,0,3,0,False,False,False,False
383,76,0,3,0,20,86,1,1,1,0,7,2,2,0,False,True,False,False
384,76,0,3,0,20,86,1,1,1,0,6,1,1,0,False,False,False,False
385,76,0,4,4,20,86,1,0,0,0,5,0,0,0,False,False,False,False
386,76,0,0,3,20,86,1,0,1,1,4,0,16,2,False,False,True,True
387,76,0,0,3,20,86,1,0,1,1,3,0,15,1,False,False,False,False
388,76,0,0,3,20,85,1,0,1,0,2,0,14,0,False,False,False,False
389,76,0,0,2,20,85,1,0,1,1,1,0,13,2,False,False,False,True
390,76,4,0,2,20,85,0,0,1,1,0,0,12,1,False,False,False,False
391,72,3,0,2,20,84,1,1,1,0,16,2,11,0,True,True,False,False
392,72,3,0,1,20,84,1,1,1,1,15,1,10,2,False,False,False,True
393,72,3,1,1,20,84,1,0,1,1,14,0,9,1,False,False,False,False
394,72,2,1,1,20,83,1,1,1,0,13,2,8,0,False,True,False,False
395,72,2,1,0,20,83,1,1,1,1,12,1,7,2,False,False,False,True
396,72,2,2,0,20,83,1,0,1,1,11,0,6,1,False,False,False,False
397,72,1,2,0,20,82,1,1,1,0,10,2,5,0,False,True,False,False
398,72,1,2,0,20,82,1,1,1,0,9,1,4,0,False,False,False,False
399,72,1,3,0,20,82,1,0,1,0,8,0,3,0,False,False,False,False
400,72,0,3,0,20,82,1,1,1,0,7,2,2,0,False,True,False,False
401,72,0,3,0,20,82,1,1,1,0,6,1,1,0,False,False,False,False
402,72,0,4,4,20,82,1,0,0,0,5,0,0,0,False,False,False,False
403,72,0,0,3,20,82,1,0,1,1,4,0,16,2,False,False,True,True
404,72,0,0,3,20,82,1,0,1,1,3,0,15,1,False,False,False,False
405,72,0,0,3,20,81,1,0,1,0,2,0,14,0,False,False,False,False
406,72,0,0,2,20,81,1,0,1,1,1,0,13,2,False,False,False,True
407,72,4,0,2,20,81,0,0,1,1,0,0,12,1,False,False,False,False
408,68,3,0,2,20,80,1,1,1,0,16,2,11,0,True,True,False,False
409,68,3,0,1,20,80,1,1,1,1,15,1,10,2,False,False,False,True
410,68,3,1,1,20,80,1,0,1,1,14,0,9,1,False,False,False,False
411,68,2,1,1,20,79,1,1,1,0,13,2,8,0,False,True,False,False
412,68,2,1,0,20,79,1,1,1,1,12,1,7,2,False,False,False,True
413,68,2,2,0,20,79,1,0,1,1,11,0,6,1,False,False,False,False
414,68,1,2,0,20,78,1,1,1,0,10,2,5,0,False,True,False,False
415,68,1,2,0,20,78,1,1,1,0,9,1,4,0,False,False,False,False
416,68,1,3,0,20,78,1,0,1,0,8,0,3,0,False,False,False,False
417,68,0,3,0,20,78,1,1,1,0,7,2,2,0,False,True,False,False
418,68,0,3,0,20,78,1,1,1,0,6,1,1,0,False,False,False,False
419,68,0,4,4,20,78,1,0,0,0,5,0,0,0,False,False,False,False
420,68,0,0,3,20,78,1,0,1,1,4,0,16,2,False,False,True,True
421,68,0,0,3,20,78,1,0,1,1,3,0,15,1,False,False,False,False
422,68,0,0,3,20,77,1,0,1,0,2,0,14,0,False,False,False,False
423,68,0,0,2,20,77,1,0,1,1,1,0,13,2,False,False,False,True
424,68,4,0,2,20,77,0,0,1,1,0,0,12,1,False,False,False,False
425,64,3,0,2,20,76,1,1,1,0,16,2,11,0,True,True,False,False
426,64,3,0,1,20,76,1,1,1,1,15,1,10,2,False,False,False,True
427,64,3,1,1,20,76,1,0,1,1,14,0,9,1,False,False,False,False
428,64,2,1,1,20,75,1,1,1,0,13,2,8,0,False,True,False,False
429,64,2,1,0,20,75,1,1,1,1,12,1,7,2,False,False,False,True
430,64,2,2,0,20,75,1,0,1,1,11,0,6,1,False,False,False,False
431,64,1,2,0,20,74,1,1,1,0,10,2,5,0,False,True,False,False
432,64,1,2,0,20,74,1,1,1,0,9,1,4,0,False,False,False,False
433,64,1,3,0,20,74,1,0,1,0,8,0,3,0,False,False,False,False
434,64,0,3,0,20,74,1,1,1,0,7,2,2,0,False,True,False,False
435,64,0,3,0,20,74,1,1,1,0,6,1,1,0,False,False,False,False
436,64,0,4,4,20,74,1,0,0,0,5,0,0,0,False,False,False,False
437,64,0,0,3,20,74,1,0,1,1,4,0,16,2,False,False,True,True
438,64,0,0,3,20,74,1,0,1,1,3,0,15,1,False,False,False,False
439,64,0,0,3,20,73,1,0,1,0,2,0,14,0,False,False,False,False
440,64,0,0,2,20,73,1,0,1,1,1,0,13,2,False,False,False,True
441,64,4,0,2,20,73,0,0,1,1,0,0,12,1,False,False,False,False
442,60,3,0,2,20,72,1,1,1,0,16,2,11,0,True,True,False,False
443,60,3,0,1,20,72,1,1,1,1,15,1,10,2,False,False,False,True
444,60,3,1,1,20,72,1,0,1,1,14,0,9,1,False,False,False,False
445,60,2,1,1,20,71,1,1,1,0,13,2,8,0,False,True,False,False
446,60,2,1,0,20,71,1,1,1,1,12,1,7,2,False,False,False,True
447,60,2,2,0,20,71,1,0,1,1,11,0,6,1,False,False,False,False
448,60,1,2,0,20,70,1,1,1,0,10,2,5,0,False,True,False,False
449,60,1,2,0,20,70,1,1,1,0,9,1,4,0,False,False,False,False
450,60,1,3,0,20,70,1,0,1,0,8,0,3,0,False,False,False,False
451,60,0,3,0,20,70,1,1,1,0,7,2,2,0,False,True,False,False
452,60,0,3,0,20,70,1,1,1,0,6,1,1,0,False,False,False,False
453,60,0,4,4,20,70,1,0,0,0,5,0,0,0,False,False,False,False
454,60,0,0,3,20,70,1,0,1,1,4,0,16,2,False,False,True,True
455,60,0,0,3,20,70,1,0,1,1,3,0,15,1,False,False,False,False
456,60,0,0,3,20,69,1,0,1,0,2,0,14,0,False,False,False,False
457,60,0,0,2,20,69,1,0,1,1,1,0,13,2,False,False,False,True
458,60,4,0,2,20,69,0,0,1,1,0,0,12,1,False,False,False,False
459,56,3,0,2,20,68,1,1,1,0,16,2,11,0,True,True,False,False
460,56,3,0,1,20,68,1,1,1,1,15,1,10,2,False,False,False,True
461,56,3,1,1,20,68,1,0,1,1,14,0,9,1,False,False,False,False
462,56,2,1,1,20,67,1,1,1,0,13,2,8,0,False,True,False,False
463,56,2,1,0,20,67,1,1,1,1,12,1,7,2,False,False,False,True
464,56,2,2,0,20,67,1,0,1,1,11,0,6,1,False,False,False,False
465,56,1,2,0,20,66,1,1,1,0,10,2,5,0,False,True,False,False
466,56,1,2,0,20,66,1,1,1,0,9,1,4,0,False,False,False,False
467,56,1,3,0,20,66,1,0,1,0,8,0,3,0,False,False,False,False
468,56,0,3,0,20,66,1,1,1,0,7,2,2,0,False,True,False,False
469,56,0,3,0,20,66,1,1,1,0,6,1,1,0,False,False,False,False
470,56,0,4,4,20,66,1,0,0,0,5,0,0,0,False,False,False,False
471,56,0,0,3,20,66,1,0,1,1,4,0,16,2,False,False,True,True
472,56,0,0,3,20,66,1,0,1,1,3,0,15,1,False,False,False,False
473,56,0,0,3,20,65,1,0,1,0,2,0,14,0,False,False,False,False
474,56,0,0,2,20,65,1,0,1,1,1,0,13,2,False,False,False,True
475,56,4,0,2,20,65,0,0,1,1,0,0,12,1,False,False,False,False
476,52,3,0,2,20,64,1,1,1,0,16,2,11,0,True,True,False,False
477,52,3,0,1,20,64,1,1,1,1,15,1,10,2,False,False,False,True
478,52,3,1,1,20,64,1,0,1,1,14,0,9,1,False,False,False,False
479,52,2,1,1,20,63,1,1,1,0,13,2,8,0,False,True,False,False
480,52,2,1,0,20,63,1,1,1,1,12,1,7,2,False,False,False,True
481,52,2,2,0,20,63,1,0,1,1,11,0,6,1,False,False,False,False
482,52,1,2,0,20,62,1,1,1,0,10,2,5,0,False,True,False,False
483,52,1,2,0,20,62,1,1,1,0,9,1,4,0,False,False,False,False
484,52,1,3,0,20,62,1,0,1,0,8,0,3,0,False,False,False,False
485,52,0,3,0,20,62,1,1,1,0,7,2,2,0,False,True,False,False
486,52,0,3,0,20,62,1,1,1,0,6,1,1,0,False,False,False,False
487,52,0,4,4,20,62,1,0,0,0,5,0,0,0,False,False,False,False
488,52,0,0,3,20,62,1,0,1,1,4,0,16,2,False,False,True,True
489,52,0,0,3,20,62,1,0,1,1,3,0,15,1,False,False,False,False
490,52,0,0,3,20,61,1,0,1,0,2,0,14,0,False,False,False,False
491,52,0,0,2,20,61,1,0,1,1,1,0,13,2,False,False,False,True
492,52,4,0,2,20,61,0,0,1,1,0,0,12,1,False,False,False,False
493,48,3,0,2,20,60,1,1,1,0,16,2,11,0,True,True,False,False
494,48,3,0,1,20,60,1,1,1,1,15,1,10,2,False,False,False,True
495,48,3,1,1,20,60,1,0,1,1,14,0,9,1,False,False,False,False
496,48,2,1,1,20,59,1,1,1,0,13,2,8,0,False,True,False,False
497,48,2,1,0,20,59,1,1,1,1,12,1,7,2,False,False,False,True
498,48,2,2,0,20,59,1,0,1,1,11,0,6,1,False,False,False,False
499,48,1,2,0,20,58,1,1,1,0,10,2,5,0,False,True,False,False
500,48,1,2,0,20,58,1,1,1,0,9,1,4,0,False,False,False,False
501,48,1,3,0,20,58,1,0,1,0,8,0,3,0,False,False,False,False
502,48,0,3,0,20,58,1,1,1,0,7,2,2,0,False,True,False,False
503,48,0,3,0,20,58,1,1,1,0,6,1,1,0,False,False,False,False
504,48,0,4,4,20,58,1,0,0,0,5,0,0,0,False,False,False,False
505,48,0,0,3,20,58,1,0,1,1,4,0,16,2,False,False,True,True
506,48,0,0,3,20,58,1,0,1,1,3,0,15,1,False,False,False,False
507,48,0,0,3,20,57,1,0,1,0,2,0,14,0,False,False,False,False
508,48,0,0,2,20,57,1,0,1,1,1,0,13,2,False,False,False,True
509,48,4,0,2,20,57,0,0,1,1,0,0,12,1,False,False,False,False
510,44,3,0,2,20,56,1,1,1,0,16,2,11,0,True,True,False,False
511,44,3,0,1,20,56,1,1,1,1,15,1,10,2,False,False,False,True
512,44,3,1,1,20,56,1,0,1,1,14,0,9,1,False,False,False,False
513,44,2,1,1,20,55,1,1,1,0,13,2,8,0,False,True,False,False
514,44,2,1,0,20,55,1,1,1,1,12,1,7,2,False,False,False,True
515,44,2,2,0,20,55,1,0,1,1,11,0,6,1,False,False,False,False
516,44,1,2,0,20,54,1,1,1,0,10,2,5,0,False,True,False,False
517,44,1,2,0,20,54,1,1,1,0,9,1,4,0,False,False,False,False
518,44,1,3,0,20,54,1,0,1,0,8,0,3,0,False,False,False,False
519,44,0,3,0,20,54,1,1,1,0,7,2,2,0,False,True,False,False
520,44,0,3,0,20,54,1,1,1,0,6,1,1,0,False,False,False,False
521,44,0,4,4,20,54,1,0,0,0,5,0,0,0,False,False,False,False
522,44,0,0,3,20,54,1,0,1,1,4,0,16,2,False,False,True,True
523,44,0,0,3,20,54,1,0,1,1,3,0,15,1,False,False,False,False
524,44,0,0,3,20,53,1,0,1,0,2,0,14,0,False,False,False,False
525,44,0,0,2,20,53,1,0,1,1,1,0,13,2,False,False,False,True
526,44,4,0,2,20,53,0,0,1,1,0,0,12,1,False,False,False,False
527,40,3,0,2,20,52,1,1,1,0,16,2,11,0,True,True,False,False
528,40,3,0,1,20,52,1,1,1,1,15,1,10,2,False,False,False,True
529,40,3,1,1,20,52,1,0,1,1,14,0,9,1,False,False,False,False
530,40,2,1,1,20,51,1,1,1,0,13,2,8,0,False,True,False,False
531,40,2,1,0,20,51,1,1,1,1,12,1,7,2,False,False,False,True
532,40,2,2,0,20,51,1,0,1,1,11,0,6,1,False,False,False,False
533,40,1,2,0,20,50,1,1,1,0,10,2,5,0,False,True,False,False
534,40,1,2,0,20,50,1,1,1,0,9,1,4,0,False,False,False,False
535,40,1,3,0,20,50,1,0,1,0,8,0,3,0,False,False,False,False
536,40,0,3,0,20,50,1,1,1,0,7,2,2,0,False,True,False,False
537,40,0,3,0,20,50,1,1,1,0,6,1,1,0,False,False,False,False
538,40,0,4,4,20,50,1,0,0,0,5,0,0,0,False,False,False,False
539,40,0,0,3,20,50,1,0,1,1,4,0,16,2,False,False,True,True
540,40,0,0,3,20,50,1,0,1,1,3,0,15,1,False,False,False,False
541,40,0,0,3,20,49,1,0,1,0,2,0,14,0,False,False,False,False
542,40,0,0,2,20,49,1,0,1,1,1,0,13,2,False,False,False,True
543,40,4,0,2,20,49,0,0,1,1,0,0,12,1,False,False,False,False
544,36,3,0,2,20,48,1,1,1,0,16,2,11,0,True,True,False,False
545,36,3,0,1,20,48,1,1,1,1,15,1,10,2,False,False,False,True
546,36,3,1,1,20,48,1,0,1,1,14,0,9,1,False,False,False,False
547,36,2,1,1,20,47,1,1,1,0,13,2,8,0,False,True,False,False
548,36,2,1,0,20,47,1,1,1,1,12,1,7,2,False,False,False,True
549,36,2,2,0,20,47,1,0,1,1,11,0,6,1,False,False,False,False
550,36,1,2,0,20,46,1,1,1,0,10,2,5,0,False,True,False,False
551,36,1,2,0,20,46,1,1,1,0,9,1,4,0,False,False,False,False
552,36,1,3,0,20,46,1,0,1,0,8,0,3,0,False,False,False,False
553,36,0,3,0,20,46,1,1,1,0,7,2,2,0,False,True,False,False
554,36,0,3,0,20,46,1,1,1,0,6,1,1,0,False,False,False,False
555,36,0,4,4,20,46,1,0,0,0,5,0,0,0,False,False,False,False
556,36,0,0,3,20,46,1,0,1,1,4,0,16,2,False,False,True,True
557,36,0,0,3,20,46,1,0,1,1,3,0,15,1,False,False,False,False
558,36,0,0,3,20,45,1,0,1,0,2,0,14,0,False,False,False,False
559,36,0,0,2,20,45,1,0,1,1,1,0,13,2,False,False,False,True
560,36,4,0,2,20,45,0,0,1,1,0,0,12,1,False,False,False,False
561,32,3,0,2,20,44,1,1,1,0,16,2,11,0,True,True,False,False
562,32,3,0,1,20,44,1,1,1,1,15,1,10,2,False,False,False,True
563,32,3,1,1,20,44,1,0,1,1,14,0,9,1,False,False,False,False
564,32,2,1,1,20,43,1,1,1,0,13,2,8,0,False,True,False,False
565,32,2,1,0,20,43,1,1,1,1,12,1,7,2,False,False,False,True
566,32,2,2,0,20,43,1,0,1,1,11,0,6,1,False,False,False,False
567,32,1,2,0,20,42,1,1,1,0,10,2,5,0,False,True,False,False
568,32,1,2,0,20,42,1,1,1,0,9,1,4,0,False,False,False,False
569,32,1,3,0,20,42,1,0,1,0,8,0,3,0,False,False,False,False
570,32,0,3,0,20,42,1,1,1,0,7,2,2,0,False,True,False,False
571,32,0,3,0,20,42,1,1,1,0,6,1,1,0,False,False,False,False
572,32,0,4,4,20,42,1,0,0,0,5,0,0,0,False,False,False,False
573,32,0,0,3,20,42,1,0,1,1,4,0,16,2,False,False,True,True
574,32,0,0,3,20,42,1,0,1,1,3,0,15,1,False,False,False,False
575,32,0,0,3,20,41,1,0,1,0,2,0,14,0,False,False,False,False
576,32,0,0,2,20,41,1,0,1,1,1,0,13,2,False,False,False,True
577,32,4,0,2,20,41,0,0,1,1,0,0,12,1,False,False,False,False
578,28,3,0,2,20,40,1,1,1,0,16,2,11,0,True,True,False,False
579,28,3,0,1,20,40,1,1,1,1,15,1,10,2,False,False,False,True
580,28,3,1,1,20,40,1,0,1,1,14,0,9,1,False,False,False,False
581,28,2,1,1,20,39,1,1,1,0,13,2,8,0,False,True,False,False
582,28,2,1,0,20,39,1,1,1,1,12,1,7,2,False,False,False,True
583,28,2,2,0,20,39,1,0,1,1,11,0,6,1,False,False,False,False
584,28,1,2,0,20,38,1,1,1,0,10,2,5,0,False,True,False,False
585,28,1,2,0,20,38,1,1,1,0,9,1,4,0,False,False,False,False
586,28,1,3,0,20,38,1,0,1,0,8,0,3,0,False,False,False,False
587,28,0,3,0,20,38,1,1,1,0,7,2,2,0,False,True,False,False
588,28,0,3,0,20,38,1,1,1,0,6,1,1,0,False,False,False,False
589,28,0,4,4,20,38,1,0,0,0,5,0,0,0,False,False,False,False
590,28,0,0,3,20,38,1,0,1,1,4,0,16,2,False,False,True,True
591,28,0,0,3,20,38,1,0,1,1,3,0,15,1,False,False,False,False
592,28,0,0,3,20,37,1,0,1,0,2,0,14,0,False,False,False,False
593,28,0,0,2,20,37,1,0,1,1,1,0,13,2,False,False,False,True
594,28,4,0,2,20,37,0,0,1,1,0,0,12,1,False,False,False,False
595,24,3,0,2,20,36,1,1,1,0,16,2,11,0,True,True,False,False
596,24,3,0,1,20,36,1,1,1,1,15,1,10,2,False,False,False,True
597,24,3,1,1,20,36,1,0,1,1,14,0,9,1,False,False,False,False
598,24,2,1,1,20,35,1,1,1,0,13,2,8,0,False,True,False,False
599,24,2,1,0,20,35,1,1,1,1,12,1,7,2,False,False,False,True
600,24,2,2,0,20,35,1,0,1,1,11,0,6,1,False,False,False,False
601,24,1,2,0,20,34,1,1,1,0,10,2,5,0,False,True,False,False
602,24,1,2,0,20,34,1,1,1,0,9,1,4,0,False,False,False,False
603,24,1,3,0,20,34,1,0,1,0,8,0,3,0,False,False,False,False
604,24,0,3,0,20,34,1,1,1,0,7,2,2,0,False,True,False,False
605,24,0,3,0,20,34,1,1,1,0,6,1,1,0,False,False,False,False
606,24,0,4,4,20,34,1,0,0,0,5,0,0,0,False,False,False,False
607,24,0,0,3,20,34,1,0,1,1,4,0,16,2,False,False,True,True
608,24,0,0,3,20,34,1,0,1,1,3,0,15,1,False,False,False,False
609,24,0,0,3,20,33,1,0,1,0,2,0,14,0,False,False,False,False
610,24,0,0,2,20,33,1,0,1,1,1,0,13,2,False,False,False,True
611,24,4,0,2,20,33,0,0,1,1,0,0,12,1,False,False,False,False
612,20,3,0,2,20,32,1,1,1,0,16,2,11,0,True,True,False,False
613,20,3,0,1,20,32,1,1,1,1,15,1,10,2,False,False,False,True
614,20,3,1,1,20,32,1,0,1,1,14,0,9,1,False,False,False,False
615,20,2,1,1,20,31,1,1,1,0,13,2,8,0,False,True,False,False
616,20,2,1,0,20,31,1,1,1,1,12,1,7,2,False,False,False,True
617,20,2,2,0,20,31,1,0,1,1,11,0,6,1,False,False,False,False
618,20,1,2,0,20,30,1,1,1,0,10,2,5,0,False,True,False,False
619,20,1,2,0,20,30,1,1,1,0,9,1,4,0,False,False,False,False
620,20,1,3,0,20,30,1,0,1,0,8,0,3,0,False,False,False,False
621,20,0,3,0,20,30,1,1,1,0,7,2,2,0,False,True,False,False
622,20,0,3,0,20,30,1,1,1,0,6,1,1,0,False,False,False,False
623,20,0,4,4,20,30,1,0,0,0,5,0,0,0,False,False,False,False
624,20,0,0,3,20,30,1,0,1,1,4,0,16,2,False,False,True,True
625,20,0,0,3,20,30,1,0,1,1,3,0,15,1,False,False,False,False
626,20,0,0,3,20,29,1,0,1,0,2,0,14,0,False,False,False,False
627,20,0,0,2,20,29,1,0,1,1,1,0,13,2,False,False,False,True
628,20,4,0,2,20,29,0,0,1,1,0,0,12,1,False,False,False,False
629,16,3,0,2,20,28,1,1,1,0,16,2,11,0,True,True,False,False
630,16,3,0,1,20,28,1,1,1,1,15,1,10,2,False,False,False,True
631,16,3,1,1,20,28,1,0,1,1,14,0,9,1,False,False,False,False
632,16,2,1,1,20,27,1,1,1,0,13,2,8,0,False,True,False,False
633,16,2,1,0,20,27,1,1,1,1,12,1,7,2,False,False,False,True
634,16,2,2,0,20,27,1,0,1,1,11,0,6,1,False,False,False,False
635,16,1,2,0,20,26,1,1,1,0,10,2,5,0,False,True,False,False
636,16,1,2,0,20,26,1,1,1,0,9,1,4,0,False,False,False,False
637,16,1,3,0,20,26,1,0,1,0,8,0,3,0,False,False,False,False
638,16,0,3,0,20,26,1,1,1,0,7,2,2,0,False,True,False,False
639,16,0,3,0,20,26,1,1,1,0,6,1,1,0,False,False,False,False
640,16,0,4,4,20,26,1,0,0,0,5,0,0,0,False,False,False,False
641,16,0,0,3,20,26,1,0,1,1,4,0,16,2,False,False,True,True
642,16,0,0,3,20,26,1,0,1,1,3,0,15,1,False,False,False,False
643,16,0,0,3,20,25,1,0,1,0,2,0,14,0,False,False,False,False
644,16,0,0,2,20,25,1,0,1,1,1,0,13,2,False,False,False,True
645,16,4,0,2,20,25,0,0,1,1,0,0,12,1,False,False,False,False
646,12,3,0,2,20,24,1,1,1,0,16,2,11,0,True,True,False,False
647,12,3,0,1,20,24,1,1,1,1,15,1,10,2,False,False,False,True
648,12,3,1,1,20,24,1,0,1,1,14,0,9,1,False,False,False,False
649,12,2,1,1,20,23,1,1,1,0,13,2,8,0,False,True,False,False
650,12,2,1,0,20,23,1,1,1,1,12,1,7,2,False,False,False,True
651,12,2,2,0,20,23,1,0,1,1,11,0,6,1,False,False,False,False
652,12,1,2,0,20,22,1,1,1,0,10,2,5,0,False,True,False,False
653,12,1,2,0,20,22,1,1,1,0,9,1,4,0,False,False,False,False
654,12,1,3,0,20,22,1,0,1,0,8,0,3,0,False,False,False,False
655,12,0,3,0,20,22,1,1,1,0,7,2,2,0,False,True,False,False
656,12,0,3,0,20,22,1,1,1,0,6,1,1,0,False,False,False,False
657,12,0,4,4,20,22,1,0,0,0,5,0,0,0,False,False,False,False
658,12,0,0,3,20,22,1,0,1,1,4,0,16,2,False,False,True,True
659,12,0,0,3,20,22,1,0,1,1,3,0,15,1,False,False,False,False
660,12,0,0,3,20,21,1,0,1,0,2,0,14,0,False,False,False,False
661,12,0,0,2,20,21,1,0,1,1,1,0,13,2,False,False,False,True
662,12,4,0,2,20,21,0,0,1,1,0,0,12,1,False,False,False,False
663,8,3,0,2,20,20,1,1,1,0,16,2,11,0,True,True,False,False
664,8,3,0,1,20,20,1,1,1,1,15,1,10,2,False,False,False,True
665,8,3,1,1,20,20,1,0,1,1,14,0,9,1,False,False,False,False
666,8,2,1,1,20,19,1,1,1,0,13,2,8,0,False,True,False,False
667,8,2,1,0,20,19,1,1,1,1,12,1,7,2,False,False,False,True
668,8,2,2,0,20,19,1,0,1,1,11,0,6,1,False,False,False,False
669,8,1,2,0,20,18,1,1,1,0,10,2,5,0,False,True,False,False
670,8,1,2,0,20,18,1,1,1,0,9,1,4,0,False,False,False,False
671,8,1,3,0,20,18,1,0,1,0,8,0,3,0,False,False,False,False
672,176,0,3,0,20,18,1,1,1,0,7,2,2,0,False,True,False,False
673,176,0,3,0,20,18,1,1,1,0,6,1,1,0,False,False,False,False
674,176,0,4,4,20,18,1,0,0,0,5,0,0,0,False,False,False,False
675,176,0,0,3,20,18,1,0,1,1,4,0,16,2,False,False,True,True
676,176,0,0,3,20,18,1,0,1,1,3,0,15,1,False,False,False,False
677,176,0,0,3,20,17,1,0,1,0,2,0,14,0,False,False,False,False
678,176,0,0,2,20,17,1,0,1,1,1,0,13,2,False,False,False,True
679,176,4,0,2,20,17,0,0,1,1,0,0,12,1,False,False,False,False
680,172,3,0,2,20,16,1,1,1,0,16,2,11,0,True,True,False,False
681,172,3,0,1,20,16,1,1,1,1,15,1,10,2,False,False,False,True
682,172,3,1,1,20,16,1,0,1,1,14,0,9,1,False,False,False,False
683,172,2,1,1,20,15,1,1,1,0,13,2,8,0,False,True,False,False
684,172,2,1,0,20,15,1,1,1,1,12,1,7,2,False,False,False,True
685,172,2,2,0,20,15,1,0,1,1,11,0,6,1,False,False,False,False
686,172,1,2,0,20,14,1,1,1,0,10,2,5,0,False,True,False,False
687,172,1,2,0,20,14,1,1,1,0,9,1,4,0,False,False,False,False
688,172,1,3,0,20,14,1,0,1,0,8,0,3,0,False,False,False,False
689,172,0,3,0,20,14,1,1,1,0,7,2,2,0,False,True,False,False
690,172,0,3,0,20,14,1,1,1,0,6,1,1,0,False,False,False,False
691,172,0,4,4,20,14,1,0,0,0,5,0,0,0,False,False,False,False
692,172,0,0,3,20,14,1,0,1,1,4,0,16,2,False,False,True,True
693,172,0,0,3,20,14,1,0,1,1,3,0,15,1,False,False,False,False
694,172,0,0,3,20,13,1,0,1,0,2,0,14,0,False,False,False,False
695,172,0,0,2,20,13,1,0,1,1,1,0,13,2,False,False,False,True
696,172,4,0,2,20,13,0,0,1,1,0,0,12,1,False,False,False,False
697,168,3,0,2,20,12,1,1,1,0,16,2,11,0,True,True,False,False
698,168,3,0,1,20,12,1,1,1,1,15,1,10,2,False,False,False,True
699,168,3,1,1,20,12,1,0,1,1,14,0,9,1,False,False,False,False
700,168,2,1,1,20,11,1,1,1,0,13,2,8,0,False,True,False,False
701,168,2,1,0,20,11,1,1,1,1,12,1,7,2,False,False,False,True
702,168,2,2,0,20,11,1,0,1,1,11,0,6,1,False,False,False,False
703,168,1,2,0,20,10,1,1,1,0,10,2,5,0,False,True,False,False
704,168,1,2,0,20,10,1,1,1,0,9,1,4,0,False,False,False,False
705,168,1,3,0,20,10,1,0,1,0,8,0,3,0,False,False,False,False
706,168,0,3,0,20,10,1,1,1,0,7,2,2,0,False,True,False,False
707,168,0,3,0,20,10,1,1,1,0,6,1,1,0,False,False,False,False
708,168,0,4,4,20,10,1,0,0,0,5,0,0,0,False,False,False,False
709,168,0,0,3,20,10,1,0,1,1,4,0,16,2,False,False,True,True
710,168,0,0,3,20,10,1,0,1,1,3,0,15,1,False,False,False,False
